			人口	人口	人口	人口	人口	人口	人口	人口	人口	人口
293	秋田県	2017	895,000	101,000	354,000		1,011,297	996,000	1,015,057		53.1	47.2
294	秋田県	2018	883,000	98,000	357,000		996,292	981,000	1,000,223		53.2	47.3
295	秋田県	2019	871,000	95,000	359,000		981,114	966,000	985,416		53.2	47.4
296	秋田県	2020	858,255	92,673	357,568	189,610	967,426	959,502	971,604	483,500	52.8	47.2
297	秋田県	2021	855,000	90,000	360,000		952,824	945,000	956,836		52.8	47.2
298	秋田県	2022	843,000	86,000	359,000		936,509	930,000	941,021		52.8	47.2
299	秋田県	2023	831,000	83,000	357,000		919,398	914,000	924,620		52.7	47.3
300	秋田県	2024	817,000	79,000	354,000			897,000				
301	山形県	1975	954,253	265,935	123,137	36,845	1,233,900	1,220,302		636,115	51.9	48.1
302	山形県	1976	961,000	265,000	128,000		1,239,739	1,227,000			51.8	48.2
303	山形県	1977	967,000	264,000	132,000		1,245,274	1,234,000			51.8	48.3
304	山形県	1978	973,000	263,000	137,000		1,251,414	1,241,000			51.7	48.3
305	山形県	1979	979,000	262,000	142,000		1,254,784	1,247,000			51.6	48.4
306	山形県	1980	989,205	262,704	146,593	49,561	1,257,953	1,251,917		659,711	51.6	48.4
307	山形県	1981	990,000	265,000	151,000		1,259,892	1,255,000			51.6	48.4
308	山形県	1982	993,000	262,000	155,000		1,260,750	1,257,000			51.6	48.4
309	山形県	1983	995,000	261,000	159,000		1,259,821	1,258,000			51.7	48.3
310	山形県	1984	998,000	259,000	163,000		1,260,643	1,260,000			51.7	48.3
311	山形県	1985	1,005,744	255,853	169,525	63,433	1,261,647	1,261,662		666,837	51.7	48.3
312	山形県	1986	1,008,000	253,000	175,000		1,263,015	1,262,000			51.7	48.3
313	山形県	1987	1,014,000	249,000	182,000		1,262,038	1,262,000			51.7	48.3
314	山形県	1988	1,018,000	244,000	188,000		1,261,714	1,262,000			51.7	48.3
315	山形県	1989	1,022,000	239,000	196,000		1,259,202	1,260,000			51.7	48.3
316	山形県	1990	1,023,777	233,824	204,577	80,829	1,258,410	1,258,390		668,519	51.8	48.2
317	山形県	1991	1,029,000	228,000	214,000		1,256,856	1,257,000			51.8	48.3
318	山形県	1992	1,032,000	223,000	223,000		1,255,470	1,257,000			51.7	48.2
319	山形県	1993	1,037,000	217,000	231,000		1,255,556	1,256,000			51.8	48.2
320	山形県	1994	1,041,000	212,000	240,000		1,256,481	1,256,000			51.8	48.3
321	山形県	1995	1,048,068	208,596	248,817	96,136	1,254,588	1,256,958		675,160	51.7	48.3
322	山形県	1996	1,052,000	204,000	258,000		1,252,990	1,255,000			51.7	48.3
323	山形県	1997	1,056,000	199,000	265,000		1,250,752	1,253,000			51.6	48.4
324	山形県	1998	1,059,000	195,000	273,000		1,249,165	1,251,000			51.6	48.4
325	山形県	1999	1,061,000	190,000	279,000		1,244,955	1,247,000			51.6	48.4
326	山形県	2000	1,057,690	186,182	285,590	121,910	1,241,364	1,244,147		664,791	51.7	48.3
327	山形県	2001	1,060,000	180,000	292,000		1,236,978	1,241,000			51.7	48.3
328	山形県	2002	1,059,000	177,000	297,000		1,232,578	1,236,000			51.8	48.2
329	山形県	2003	1,059,000	171,000	302,000		1,225,990	1,230,000			51.8	48.2
330	山形県	2004	1,057,000	167,000	305,000		1,218,875	1,224,000			51.9	48.1
331	山形県	2005	1,048,943	166,653	309,913	156,269	1,212,163	1,216,181		643,008	51.9	48.1
332	山形県	2006	1,046,000	162,000	313,000		1,204,099	1,207,000			51.9	48.1
333	山形県	2007	1,042,000	157,000	315,000		1,194,071	1,198,000			52.0	48.0
334	山形県	2008	1,036,000	152,000	317,000		1,185,100	1,188,000			52.0	48.0
335	山形県	2009	1,031,000	147,000	319,000		1,176,759	1,178,000			52.0	48.0
336	山形県	2010	1,015,832	149,759	321,722	180,050	1,168,752	1,168,924		600,768	52.0	48.0
337	山形県	2011	1,014,000	147,000	321,000		1,160,204	1,161,000			52.0	48.1
338	山形県	2012	1,007,000	145,000	326,000		1,149,851	1,152,000	1,155,942		52.1	48.1
339	山形県	2013	1,000,000	142,000	332,000		1,145,288	1,141,000	1,151,318		52.1	48.1
340	山形県	2014	991,000	139,000	338,000		1,134,713	1,131,000	1,140,735		52.1	48.2
341	山形県	2015	983,689	135,760	344,353	189,367	1,123,509	1,123,891	1,129,560	583,140	51.9	48.1
342	山形県	2016	980,000	133,000	351,000		1,112,238	1,113,000	1,118,468		51.9	48.2
343	山形県	2017	972,000	130,000	355,000		1,100,338	1,102,000	1,106,984		51.8	48.2
344	山形県	2018	963,000	127,000	358,000		1,088,125	1,090,000	1,095,383		51.8	48.3
345	山形県	2019	954,000	123,000	360,000		1,074,351	1,078,000	1,082,296		51.8	48.4
346	山形県	2020	938,373	120,086	359,554	190,636	1,062,292	1,068,027	1,070,017	559,952	51.6	48.4
347	山形県	2021	938,000	117,000	362,000		1,049,345	1,055,000	1,056,682		51.6	48.4
348	山形県	2022	928,000	113,000	362,000		1,034,444	1,041,000	1,042,396		51.5	48.5
349	山形県	2023	917,000	109,000	361,000		1,018,385	1,026,000	1,027,509		51.5	48.5
350	山形県	2024	906,000	105,000	360,000			1,011,000				
351	福島県	1975	1,496,517	473,903	180,356	58,028	1,988,647	1,970,616		1,002,413	51.6	48.4
352	福島県	1976	1,518,000	465,000	187,000		1,999,954	1,984,000			51.5	48.5
353	福島県	1977	1,536,000	459,000	193,000		2,012,286	1,998,000			51.5	48.5
354	福島県	1978	1,553,000	454,000	200,000		2,024,713	2,012,000			51.4	48.6
355	福島県	1979	1,566,000	450,000	207,000		2,035,366	2,023,000			51.4	48.6
356	福島県	1980	1,568,305	466,840	212,704	73,462	2,044,125	2,035,272		1,048,947	51.3	48.7
357	福島県	1981	1,571,000	472,000	220,000		2,053,559	2,043,000			51.3	48.7
358	福島県	1982	1,579,000	471,000	226,000		2,063,953	2,052,000			51.3	48.7
359	福島県	1983	1,587,000	472,000	232,000		2,070,807	2,061,000			51.3	48.7
360	福島県	1984	1,596,000	472,000	238,000		2,079,353	2,071,000			51.3	48.7
361	福島県	1985	1,619,503	460,767	247,947	92,030	2,086,153	2,080,304		1,076,860	51.3	48.7
362	福島県	1986	1,629,000	456,000	256,000		2,093,581	2,085,000			51.3	48.7
363	福島県	1987	1,642,000	449,000	265,000		2,097,533	2,091,000			51.3	48.7
364	福島県	1988	1,655,000	440,000	273,000		2,102,135	2,095,000			51.3	48.7
365	福島県	1989	1,670,000	430,000	283,000		2,105,626	2,100,000			51.3	48.7
366	福島県	1990	1,679,409	422,064	301,552	116,455	2,111,049	2,104,058		1,094,438	51.3	48.7
367	福島県	1991	1,698,000	410,000	316,000		2,116,507	2,109,000			51.3	48.7
368	福島県	1992	1,715,000	400,000	331,000		2,124,010	2,116,000			51.2	48.8
369	福島県	1993	1,731,000	390,000	344,000		2,129,647	2,123,000			51.2	48.8
370	福島県	1994	1,745,000	381,000	358,000		2,135,646	2,129,000			51.2	48.8
371	福島県	1995	1,751,780	381,511	371,572	141,844	2,137,990	2,133,592		1,126,170	51.2	48.8
372	福島県	1996	1,762,000	374,000	385,000		2,140,466	2,134,000			51.2	48.8
373	福島県	1997	1,772,000	365,000	398,000		2,139,879	2,134,000			51.2	48.8
374	福島県	1998	1,780,000	357,000	410,000		2,138,605	2,132,000			51.2	48.8
375	福島県	1999	1,787,000	348,000	421,000		2,136,344	2,129,000			51.2	48.8
376	福島県	2000	1,785,297	341,038	431,797	180,564	2,133,396	2,126,935		1,108,459	51.2	48.8
377	福島県	2001	1,792,000	333,000	443,000		2,128,309	2,124,000			51.2	48.8
378	福島県	2002	1,794,000	326,000	452,000		2,122,613	2,118,000			51.3	48.7
379	福島県	2003	1,795,000	319,000	461,000		2,116,210	2,110,000			51.3	48.7
380	福島県	2004	1,794,000	312,000	466,000		2,107,800	2,102,000			51.3	48.7
381	福島県	2005	1,782,594	307,294	474,860	232,842	2,100,851	2,091,319		1,075,110	51.4	48.6
382	福島県	2006	1,779,000	301,000	482,000		2,089,439	2,080,000			51.4	48.6
383	福島県	2007	1,772,000	294,000	490,000		2,075,555	2,067,000			51.4	48.6
384	福島県	2008	1,764,000	288,000	496,000		2,063,769	2,054,000			51.5	48.5
385	福島県	2009	1,758,000	282,000	504,000		2,051,626	2,041,000			51.5	48.5
386	福島県	2010	1,740,909	276,069	504,451	272,653	2,036,146	2,029,064		1,006,246	51.5	48.5
387	福島県	2011	1,727,000	263,000	502,000		1,991,865	1,990,000			51.3	48.6
388	福島県	2012	1,709,000	252,000	511,000		1,971,142	1,962,000	1,980,259		51.0	48.7
389	福島県	2013	1,700,000	246,000	524,000		1,966,594	1,946,000	1,976,096		50.8	48.9
390	福島県	2014	1,694,000	241,000	537,000		1,955,339	1,935,000	1,965,386		50.6	49.0
391	福島県	2015	1,662,573	228,887	542,384	283,999	1,942,854	1,914,039	1,953,699	964,491	50.6	49.4
392	福島県	2016	1,675,000	225,000	560,000		1,926,751	1,901,000	1,938,559		50.6	49.4
393	福島県	2017	1,662,000	220,000	569,000		1,906,896	1,882,000	1,919,680		50.7	49.5
394	福島県	2018	1,648,000	216,000	576,000		1,887,006	1,864,000	1,901,053		50.8	49.5
395	福島県	2019	1,635,000	211,000	582,000		1,866,570	1,846,000	1,881,981		50.8	49.5
396	福島県	2020	1,593,066	206,152	572,825	291,055	1,847,880	1,833,152	1,862,777	909,490	50.7	49.3
397	福島県	2021	1,610,000	202,000	585,000		1,827,281	1,812,000	1,841,244		50.7	49.3
398	福島県	2022	1,593,000	197,000	586,000		1,802,974	1,790,000	1,818,581		50.6	49.4
399	福島県	2023	1,576,000	190,000	586,000		1,777,409	1,767,000	1,795,219		50.6	49.4
400	福島県	2024	1,559,000	184,000	587,000			1,743,000				
401	茨城県	1975	1,761,729	580,187	196,380	64,122	2,381,476	2,342,198		1,160,434	50.5	49.5
402	茨城県	1976	1,792,000	585,000	202,000		2,416,474	2,380,000			50.4	49.5
403	茨城県	1977	1,823,000	591,000	208,000		2,460,353	2,417,000			50.4	49.6
404	茨城県	1978	1,860,000	597,000	215,000		2,505,353	2,463,000			50.3	49.7
405	茨城県	1979	1,900,000	603,000	224,000		2,553,628	2,510,000			50.3	49.7
406	茨城県	1980	1,928,934	628,466	236,485	79,789	2,593,549	2,558,007		1,263,449	50.3	49.7
407	茨城県	1981	1,956,000	638,000	245,000		2,630,412	2,595,000			50.3	49.7
408	茨城県	1982	1,995,000	636,000	253,000		2,665,686	2,636,000			50.2	49.8
409	茨城県	1983	2,029,000	635,000	260,000		2,693,281	2,670,000			50.2	49.8
410	茨城県	1984	2,059,000	630,000	266,000		2,719,217	2,698,000			50.2	49.8
411	茨城県	1985	2,097,200	627,512	278,503	101,513	2,742,802	2,725,005		1,358,990	50.2	49.8
412	茨城県	1986	2,129,000	617,000	286,000		2,765,670	2,746,000			50.1	49.9
413	茨城県	1987	2,164,000	604,000	294,000		2,790,711	2,769,000			50.2	49.9
414	茨城県	1988	2,205,000	589,000	304,000		2,816,657	2,795,000			50.2	49.8
415	茨城県	1989	2,246,000	575,000	316,000		2,841,470	2,822,000			50.1	49.9
416	茨城県	1990	2,282,636	559,033	338,799	132,635	2,866,491	2,845,382		1,465,527	50.1	49.9
417	茨城県	1991	2,326,000	544,000	355,000		2,893,517	2,871,000			50.1	49.9
418	茨城県	1992	2,364,000	531,000	370,000		2,915,280	2,898,000			50.1	49.9
419	茨城県	1993	2,399,000	517,000	385,000		2,935,668	2,920,000			50.0	50.0
420	茨城県	1994	2,430,000	505,000	400,000		2,952,788	2,940,000			50.0	50.0
421	茨城県	1995	2,448,655	505,363	418,610	163,476	2,964,839	2,955,530		1,575,247	50.0	50.0
422	茨城県	1996	2,477,000	495,000	435,000		2,974,880	2,966,000			50.1	49.9
423	茨城県	1997	2,498,000	485,000	451,000		2,983,111	2,973,000			50.1	49.9
424	茨城県	1998	2,520,000	476,000	466,000		2,990,472	2,980,000			50.1	49.9
425	茨城県	1999	2,537,000	466,000	479,000		2,993,872	2,981,000			50.2	49.9
426	茨城県	2000	2,526,053	458,501	495,693	207,866	2,995,583	2,985,676		1,570,609	50.2	49.8
427	茨城県	2001	2,543,000	449,000	512,000		2,995,384	2,990,000			50.2	49.8
428	茨城県	2002	2,550,000	440,000	527,000		2,993,746	2,987,000			50.2	49.7
429	茨城県	2003	2,559,000	432,000	541,000		2,991,804	2,985,000			50.3	49.8
430	茨城県	2004	2,565,000	424,000	553,000		2,988,729	2,982,000			50.3	49.7
431	茨城県	2005	2,550,431	422,913	576,272	266,600	2,988,533	2,975,167		1,552,565	50.3	49.7
432	茨城県	2006	2,555,000	416,000	595,000		2,986,115	2,974,000			50.2	49.8
433	茨城県	2007	2,559,000	410,000	614,000		2,982,000	2,973,000			50.2	49.8
434	茨城県	2008	2,560,000	404,000	632,000		2,979,639	2,971,000			50.2	49.8
435	茨城県	2009	2,562,000	398,000	650,000		2,979,139	2,970,000			50.2	49.8
436	茨城県	2010	2,556,766	399,638	665,065	314,974	2,973,174	2,969,770		1,521,879	50.2	49.8
437	茨城県	2011	2,564,000	394,000	676,000		2,960,010	2,958,000			50.2	49.9
438	茨城県	2012	2,556,000	388,000	701,000		2,947,879	2,943,000	2,997,072		50.2	49.9
439	茨城県	2013	2,549,000	382,000	728,000		2,944,064	2,931,000	2,993,638		50.3	49.9
440	茨城県	2014	2,543,000	376,000	754,000		2,931,112	2,919,000	2,981,773		50.3	49.9
441	茨城県	2015	2,518,990	364,351	771,678	359,029	2,917,240	2,916,976	2,970,231	1,466,576	50.2	49.8
442	茨城県	2016	2,544,000	361,000	801,000		2,903,615	2,905,000	2,960,458		50.2	49.9
443	茨城県	2017	2,538,000	355,000	819,000		2,889,169	2,892,000	2,951,087		50.3	50.1
444	茨城県	2018	2,529,000	349,000	833,000		2,871,183	2,877,000	2,936,184		50.4	50.2
445	茨城県	2019	2,519,000	342,000	843,000		2,851,707	2,860,000	2,921,436		50.4	50.2
446	茨城県	2020	2,478,072	333,741	839,907	414,655	2,836,621	2,867,009	2,907,678	1,418,080	50.1	49.9
447	茨城県	2021	2,524,000	328,000	860,000		2,820,432	2,852,000	2,890,377		50.1	49.9
448	茨城県	2022	2,519,000	321,000	864,000		2,800,238	2,840,000	2,879,808		50.1	49.9
449	茨城県	2023	2,512,000	312,000	865,000		2,776,173	2,825,000	2,865,690		50.0	50.0
450	茨城県	2024	2,503,000	303,000	866,000			2,806,000				
451	栃木県	1975	1,283,734	414,123	140,651	44,924	1,717,505	1,698,003		857,192	50.8	49.2
452	栃木県	1976	1,299,000	416,000	145,000		1,735,270	1,717,000			50.8	49.3
453	栃木県	1977	1,314,000	419,000	149,000		1,752,990	1,736,000			50.7	49.3
454	栃木県	1978	1,327,000	420,000	152,000		1,774,616	1,753,000			50.7	49.3
455	栃木県	1979	1,345,000	422,000	157,000		1,793,063	1,775,000			50.6	49.4
456	栃木県	1980	1,358,547	433,232	167,438	56,726	1,808,705	1,792,201		911,014	50.6	49.4
457	栃木県	1981	1,367,000	439,000	173,000		1,822,071	1,807,000			50.5	49.5
458	栃木県	1982	1,381,000	438,000	179,000		1,835,376	1,822,000			50.5	49.5
459	栃木県	1983	1,394,000	437,000	184,000		1,848,332	1,835,000			50.5	49.5
460	栃木県	1984	1,409,000	435,000	189,000		1,862,111	1,850,000			50.5	49.5
461	栃木県	1985	1,440,189	425,807	196,328	71,037	1,876,520	1,866,066		960,539	50.5	49.5
462	栃木県	1986	1,460,000	419,000	201,000		1,890,784	1,880,000			50.4	49.6
463	栃木県	1987	1,482,000	411,000	208,000		1,903,225	1,895,000			50.4	49.6
464	栃木県	1988	1,504,000	400,000	216,000		1,914,418	1,908,000			50.4	49.6
465	栃木県	1989	1,527,000	388,000	225,000		1,926,941	1,921,000			50.3	49.7
466	栃木県	1990	1,553,733	380,087	238,505	91,324	1,940,115	1,935,168		1,025,230	50.3	49.7
467	栃木県	1991	1,577,000	370,000	249,000		1,951,125	1,948,000			50.2	49.8
468	栃木県	1992	1,596,000	361,000	260,000		1,960,535	1,959,000			50.2	49.8
469	栃木県	1993	1,614,000	352,000	271,000		1,969,380	1,969,000			50.2	49.8
470	栃木県	1994	1,629,000	344,000	282,000		1,976,264	1,977,000			50.2	49.8
471	栃木県	1995	1,643,582	339,253	292,947	111,926	1,982,565	1,984,390		1,080,416	50.2	49.8
472	栃木県	1996	1,660,000	333,000	304,000		1,988,966	1,991,000			50.2	49.7
473	栃木県	1997	1,674,000	327,000	315,000		1,994,303	1,996,000			50.3	49.7
474	栃木県	1998	1,688,000	320,000	325,000		1,998,186	2,001,000			50.3	49.7
475	栃木県	1999	1,699,000	313,000	335,000		2,000,497	2,003,000			50.3	49.7
476	栃木県	2000	1,696,817	306,905	344,506	143,172	2,003,283	2,004,817		1,082,609	50.3	49.7
477	栃木県	2001	1,709,000	302,000	356,000		2,004,401	2,011,000			50.3	49.7
478	栃木県	2002	1,714,000	296,000	365,000		2,005,467	2,012,000			50.3	49.7
479	栃木県	2003	1,721,000	290,000	373,000		2,006,717	2,014,000			50.3	49.7
480	栃木県	2004	1,726,000	287,000	379,000		2,008,036	2,016,000			50.3	49.7
481	栃木県	2005	1,727,409	285,245	390,896	183,807	2,009,498	2,016,631		1,075,153	50.3	49.7
482	栃木県	2006	1,733,000	282,000	402,000		2,006,363	2,016,000			50.3	49.7
483	栃木県	2007	1,735,000	279,000	413,000		2,006,701	2,016,000			50.3	49.7
484	栃木県	2008	1,735,000	276,000	424,000		2,003,954	2,015,000			50.3	49.7
485	栃木県	2009	1,733,000	273,000	435,000		2,000,774	2,011,000			50.3	49.7
486	栃木県	2010	1,719,470	269,823	438,196	215,563	1,995,901	2,007,683		1,042,655	50.3	49.7
487	栃木県	2011	1,733,000	267,000	447,000		1,988,755	2,000,000			50.3	49.6
488	栃木県	2012	1,729,000	263,000	463,000		1,981,584	1,992,000	2,010,934		50.4	49.6
489	栃木県	2013	1,726,000	260,000	480,000		1,980,414	1,986,000	2,010,272		50.4	49.6
490	栃木県	2014	1,723,000	257,000	498,000		1,973,150	1,980,000	2,004,417		50.3	49.7
491	栃木県	2015	1,712,008	252,836	508,392	238,962	1,965,319	1,974,255	1,998,864	1,007,476	50.3	49.7
492	栃木県	2016	1,717,000	249,000	525,000		1,955,876	1,966,000	1,991,597		50.3	49.8
493	栃木県	2017	1,712,000	245,000	536,000		1,946,895	1,957,000	1,985,738		50.3	49.9
494	栃木県	2018	1,706,000	240,000	546,000		1,935,463	1,946,000	1,976,121		50.3	50.1
495	栃木県	2019	1,700,000	235,000	554,000		1,922,681	1,934,000	1,965,516		50.4	50.2
496	栃木県	2020	1,669,992	227,553	554,381	267,638	1,912,574	1,933,146	1,955,402	965,788	50.1	49.9
497	栃木県	2021	1,699,000	223,000	569,000		1,900,824	1,921,000	1,942,494		50.1	49.9
498	栃木県	2022	1,693,000	217,000	572,000		1,884,693	1,909,000	1,929,434		50.1	49.9
499	栃木県	2023	1,687,000	210,000	573,000		1,866,944	1,897,000	1,916,787		50.1	50.0
500	栃木県	2024	1,681,000	203,000	575,000			1,885,000				
501	群馬県	1975	1,328,763	427,621	154,371	48,280	1,778,126	1,756,480		889,676	51.1	48.9
502	群馬県	1976	1,346,000	431,000	160,000		1,798,587	1,778,000			51.0	49.0
503	群馬県	1977	1,363,000	433,000	166,000		1,818,156	1,799,000			51.0	49.0
504	群馬県	1978	1,377,000	434,000	171,000		1,835,002	1,817,000			50.9	49.1
505	群馬県	1979	1,392,000	433,000	177,000		1,850,645	1,833,000			50.9	49.1
506	群馬県	1980	1,406,941	441,548	184,115	63,279	1,864,732	1,848,562		937,759	50.8	49.2
507	群馬県	1981	1,416,000	447,000	190,000		1,878,657	1,864,000			50.8	49.2
508	群馬県	1982	1,433,000	444,000	196,000		1,890,801	1,879,000			50.8	49.2
509	群馬県	1983	1,449,000	441,000	202,000		1,902,906	1,893,000			50.8	49.2
510	群馬県	1984	1,466,000	437,000	207,000		1,915,234	1,908,000			50.7	49.3
511	群馬県	1985	1,496,406	424,829	214,871	79,945	1,927,345	1,921,259		985,125	50.7	49.3
512	群馬県	1986	1,515,000	415,000	220,000		1,936,412	1,931,000			50.7	49.4
513	群馬県	1987	1,535,000	404,000	226,000		1,944,534	1,941,000			50.6	49.4
514	群馬県	1988	1,555,000	391,000	233,000		1,952,540	1,949,000			50.6	49.4
515	群馬県	1989	1,578,000	378,000	242,000		1,960,127	1,959,000			50.6	49.4
516	群馬県	1990	1,596,924	368,080	256,367	101,782	1,969,466	1,966,265		1,041,852	50.6	49.4
517	群馬県	1991	1,618,000	355,000	268,000		1,976,934	1,974,000			50.6	49.4
518	群馬県	1992	1,637,000	346,000	279,000		1,983,502	1,984,000			50.6	49.4
519	群馬県	1993	1,653,000	335,000	290,000		1,990,591	1,990,000			50.6	49.4
520	群馬県	1994	1,667,000	327,000	301,000		1,996,556	1,996,000			50.6	49.4
521	群馬県	1995	1,673,464	329,960	313,425	124,298	2,000,623	2,003,540		1,091,272	50.6	49.4
522	群馬県	1996	1,688,000	323,000	326,000		2,005,250	2,009,000			50.6	49.4
523	群馬県	1997	1,701,000	317,000	337,000		2,009,745	2,013,000			50.6	49.4
524	群馬県	1998	1,714,000	311,000	348,000		2,013,753	2,017,000			50.7	49.4
525	群馬県	1999	1,724,000	305,000	358,000		2,017,768	2,020,000			50.6	49.4
526	群馬県	2000	1,713,558	306,895	367,117	155,344	2,019,726	2,024,852		1,084,943	50.6	49.4
527	群馬県	2001	1,728,000	303,000	379,000		2,021,238	2,029,000			50.7	49.3
528	群馬県	2002	1,734,000	299,000	389,000		2,022,666	2,030,000			50.7	49.3
529	群馬県	2003	1,740,000	294,000	398,000		2,022,780	2,030,000			50.7	49.3
530	群馬県	2004	1,744,000	290,000	406,000		2,020,734	2,027,000			50.8	49.2
531	群馬県	2005	1,731,168	291,995	416,909	198,420	2,020,037	2,024,135		1,076,488	50.8	49.2
532	群馬県	2006	1,733,000	288,000	429,000		2,016,236	2,022,000			50.7	49.3
533	群馬県	2007	1,733,000	283,000	441,000		2,012,151	2,020,000			50.7	49.2
534	群馬県	2008	1,733,000	279,000	452,000		2,008,842	2,017,000			50.8	49.2
535	群馬県	2009	1,732,000	275,000	463,000		2,004,786	2,014,000			50.8	49.2
